north_count,south_count,east_count,west_count,north_wait,south_wait,east_wait,west_wait,north_density,south_density,east_density,west_density,emergency_active,peak_factor,target_phase,target_timing_north,target_timing_south,target_timing_east,target_timing_west,target_risk,scenario
6,11,94,30,8.93,15.17,126.7,34.32,6.0,11.0,94.0,30.0,0.0,0.8,2,15.64,16.37,60.0,20.56,2,evening_rush
80,77,23,16,84.28,103.02,33.74,16.98,80.0,77.0,23.0,16.0,0.0,0.75,1,40.28,44.43,18.55,16.74,2,morning_rush
11,5,44,74,10.13,6.7,69.47,73.82,11.0,5.0,44.0,74.0,0.0,0.91,3,16.8,15.75,35.71,51.74,1,evening_rush
76,60,23,11,110.22,73.81,28.6,11.28,76.0,60.0,23.0,11.0,0.0,0.79,0,50.73,34.37,18.7,16.2,2,morning_rush
58,62,15,6,61.32,77.82,22.08,7.22,58.0,62.0,15.0,6.0,0.0,0.74,1,39.16,46.75,18.19,15.9,1,morning_rush
57,50,33,57,141.98,56.42,156.43,147.95,57.0,50.0,33.0,57.0,0.0,0.6,3,34.64,22.3,27.58,35.49,1,storm
22,13,9,11,13.87,9.47,11.75,22.06,22.0,13.0,9.0,11.0,0.0,0.26,0,26.74,21.23,19.56,22.07,0,balanced
15,15,36,60,17.65,12.1,49.85,54.15,15.0,15.0,36.0,60.0,0.0,0.86,3,19.26,18.74,33.72,48.28,1,evening_rush
47,43,14,18,52.57,66.54,18.7,28.3,47.0,43.0,14.0,18.0,0.0,0.73,1,38.79,41.41,18.8,21.0,1,morning_rush
10,10,11,17,12.07,12.02,11.83,23.72,10.0,10.0,11.0,17.0,0.0,0.18,3,19.76,19.76,20.21,25.56,0,balanced
11,9,83,35,14.06,11.19,74.6,49.13,11.0,9.0,83.0,35.0,0.0,0.91,2,17.07,16.58,58.4,27.96,2,evening_rush
9,23,47,51,7.6,30.37,46.27,67.05,9.0,23.0,47.0,51.0,0.0,0.72,3,16.79,22.6,35.57,45.04,1,evening_rush
24,18,8,19,9.56,13.39,13.96,16.49,24.0,18.0,8.0,19.0,0.0,0.2,0,26.69,24.62,19.33,25.92,0,balanced
56,49,17,14,51.64,72.23,19.18,20.69,56.0,49.0,17.0,14.0,0.0,0.83,1,39.34,43.14,19.06,18.46,1,morning_rush
4,23,11,12,9.48,16.09,15.05,5.74,4.0,23.0,11.0,12.0,0.0,0.25,1,16.97,28.29,21.2,20.4,0,balanced
47,46,12,10,50.4,50.22,12.51,13.04,47.0,46.0,12.0,10.0,0.0,0.73,0,42.25,41.6,18.34,17.82,1,morning_rush
10,13,9,19,20.34,5.75,7.18,22.06,10.0,13.0,9.0,19.0,0.0,0.35,3,21.19,20.69,19.08,27.21,0,balanced
85,95,95,70,135.7,66.13,139.46,55.57,85.0,95.0,95.0,70.0,0.0,1.0,2,34.5,26.04,37.42,22.04,2,gridlock
16,23,14,8,11.49,6.39,5.39,11.68,16.0,23.0,14.0,8.0,0.0,0.11,1,23.93,26.32,21.73,19.48,0,balanced
21,24,20,22,15.44,18.06,17.08,12.14,21.0,24.0,20.0,22.0,0.0,0.14,1,25.87,28.2,25.75,25.52,0,balanced
72,64,24,7,111.95,65.47,28.26,9.76,72.0,64.0,24.0,7.0,0.0,0.74,0,50.83,34.41,19.0,15.77,1,morning_rush
2,10,12,17,3.68,22.78,10.19,24.92,2.0,10.0,12.0,17.0,0.0,0.12,3,15.71,20.58,20.01,24.93,0,balanced
16,15,93,67,18.47,16.87,99.52,94.72,16.0,15.0,93.0,67.0,0.0,0.95,2,16.76,16.59,48.57,38.07,2,evening_rush
73,41,17,15,69.33,49.38,17.41,14.58,73.0,41.0,17.0,15.0,0.0,0.92,0,52.45,30.95,18.61,17.99,1,morning_rush
7,4,20,22,6.44,18.93,13.55,16.67,7.0,4.0,20.0,22.0,0.0,0.22,3,18.07,17.37,25.44,27.36,0,balanced
9,5,15,24,11.65,14.08,12.79,21.63,9.0,5.0,15.0,24.0,0.0,0.25,3,19.28,17.52,22.33,29.36,0,balanced
15,16,77,74,14.89,23.9,107.9,65.67,15.0,16.0,77.0,74.0,0.0,0.73,2,16.76,17.29,49.78,36.17,2,evening_rush
22,6,13,18,23.0,16.52,10.97,15.96,22.0,6.0,13.0,18.0,0.0,0.12,0,27.82,18.03,20.75,23.96,0,balanced
20,21,4,22,25.0,7.14,13.1,5.05,20.0,21.0,4.0,22.0,0.0,0.36,0,29.63,25.17,17.24,25.12,0,balanced
9,3,5,9,8.16,10.77,24.73,17.53,9.0,3.0,5.0,9.0,0.0,0.32,3,19.16,16.48,18.39,20.21,0,balanced
17,14,84,47,21.37,19.84,124.22,68.47,17.0,14.0,84.0,47.0,0.0,0.82,2,17.24,16.79,57.42,28.55,2,evening_rush
60,38,16,19,58.22,43.65,23.88,17.08,60.0,38.0,16.0,19.0,0.0,0.81,0,48.22,31.86,19.9,20.01,1,morning_rush
10,10,90,48,11.99,14.77,135.14,58.7,10.0,10.0,90.0,48.0,0.0,0.76,2,16.0,16.07,60.0,26.42,2,evening_rush
50,35,6,18,62.85,47.37,8.65,17.75,50.0,35.0,6.0,18.0,0.0,0.71,0,48.96,33.99,16.49,20.55,1,morning_rush
14,23,15,22,19.19,22.35,18.34,6.34,14.0,23.0,15.0,22.0,0.0,0.28,1,23.08,29.22,23.49,24.34,0,balanced
82,69,18,12,102.79,99.71,16.4,9.67,82.0,69.0,18.0,12.0,0.0,0.71,0,46.35,40.61,16.94,16.1,2,morning_rush
63,90,77,76,93.43,91.01,118.58,108.81,63.0,90.0,77.0,76.0,0.0,1.0,2,26.25,30.68,32.35,30.72,2,gridlock
22,31,47,31,94.01,62.38,68.13,87.03,22.0,31.0,47.0,31.0,0.0,0.6,2,27.29,27.0,34.61,31.11,1,storm
6,11,83,30,8.05,14.05,73.33,46.65,6.0,11.0,83.0,30.0,0.0,0.74,2,16.04,17.2,60.0,26.35,2,evening_rush
6,14,18,16,8.95,23.04,3.41,12.89,6.0,14.0,18.0,16.0,0.0,0.18,1,17.9,24.39,22.61,23.52,0,balanced
41,55,17,6,47.67,87.47,13.95,8.44,41.0,55.0,17.0,6.0,0.0,0.72,1,32.04,53.18,18.66,16.13,1,morning_rush
81,66,17,10,66.24,81.26,20.4,9.21,81.0,66.0,17.0,10.0,0.0,0.96,0,43.35,42.67,17.74,16.24,2,morning_rush
13,5,67,36,11.41,7.6,69.17,33.83,13.0,5.0,67.0,36.0,0.0,0.83,2,17.98,16.04,57.62,28.36,1,evening_rush
19,5,3,12,9.36,16.48,23.82,7.64,19.0,5.0,3.0,12.0,0.0,0.15,0,24.54,17.98,17.1,20.77,0,balanced
3,2,6,12,14.04,8.24,19.18,5.64,3.0,2.0,6.0,12.0,0.0,0.11,3,16.67,15.97,18.77,20.46,0,balanced
14,12,38,35,18.76,18.74,47.74,36.58,14.0,12.0,38.0,35.0,0.0,0.88,2,20.92,20.07,42.79,36.22,0,evening_rush
41,25,42,11,10.98,17.07,13.94,22.09,41.0,25.0,42.0,11.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
70,83,75,84,113.45,90.28,47.49,131.91,70.0,83.0,75.0,84.0,0.0,1.0,3,30.6,29.84,22.77,36.79,2,gridlock
2,23,11,2,3.93,10.64,9.49,24.46,2.0,23.0,11.0,2.0,0.0,0.22,1,15.9,27.21,20.68,16.46,0,balanced
20,8,19,12,5.47,15.72,6.37,7.23,20.0,8.0,19.0,12.0,0.0,0.14,0,24.89,20.07,24.6,21.2,0,balanced
52,29,43,53,107.12,134.72,79.26,92.13,52.0,29.0,43.0,53.0,0.0,0.6,0,33.72,28.13,26.65,31.5,1,storm
9,22,89,42,7.36,22.96,132.79,41.67,9.0,22.0,89.0,42.0,0.0,0.81,2,15.85,18.0,60.0,23.17,2,evening_rush
75,49,12,19,109.05,72.48,15.18,25.52,75.0,49.0,12.0,19.0,0.0,0.86,0,53.22,32.05,16.58,18.15,1,morning_rush
20,20,13,14,12.89,18.87,21.03,18.55,20.0,20.0,13.0,14.0,0.0,0.22,1,24.57,26.0,22.5,22.64,0,balanced
15,5,53,63,18.43,6.6,43.49,95.21,15.0,5.0,53.0,63.0,0.0,0.99,3,17.97,15.75,32.05,54.23,1,evening_rush
8,10,89,36,6.58,12.63,79.36,32.86,8.0,10.0,89.0,36.0,0.0,0.76,2,16.21,16.75,60.0,24.71,2,evening_rush
39,52,5,8,46.65,60.2,7.78,6.52,39.0,52.0,5.0,8.0,0.0,0.82,1,36.61,50.19,16.25,16.95,1,morning_rush
79,42,8,12,92.86,51.16,9.17,18.3,79.0,42.0,8.0,12.0,0.0,0.97,0,58.06,28.68,16.14,17.12,2,morning_rush
13,22,9,23,15.77,20.44,10.59,10.68,13.0,22.0,9.0,23.0,0.0,0.2,1,22.01,28.2,19.29,25.99,0,balanced
14,20,3,14,13.04,12.65,20.92,13.26,14.0,20.0,3.0,14.0,0.0,0.36,1,22.68,25.88,16.97,22.72,0,balanced
17,8,51,56,24.05,11.55,60.77,54.67,17.0,8.0,51.0,56.0,0.0,0.93,3,19.77,16.69,41.67,41.87,1,evening_rush
78,92,76,92,118.1,130.65,132.34,106.11,78.0,92.0,76.0,92.0,0.0,1.0,1,28.45,32.57,29.7,29.28,2,gridlock
15,5,19,19,21.21,5.63,17.74,24.09,15.0,5.0,19.0,19.0,0.0,0.18,3,23.14,16.88,24.54,25.97,0,balanced
18,20,43,57,21.39,30.32,35.73,90.73,18.0,20.0,43.0,57.0,0.0,0.93,3,19.16,20.55,28.22,52.07,1,evening_rush
67,66,9,17,73.44,93.94,10.75,16.83,67.0,66.0,9.0,17.0,0.0,0.9,1,40.23,46.15,16.14,17.49,1,morning_rush
22,11,23,20,6.8,19.7,16.37,18.91,22.0,11.0,23.0,20.0,0.0,0.21,2,24.6,21.52,27.64,26.65,0,balanced
2,12,2,24,8.85,18.1,9.66,18.56,2.0,12.0,2.0,24.0,0.0,0.24,3,15.87,21.52,15.89,28.18,0,balanced
52,40,15,6,56.9,48.03,15.76,6.0,52.0,40.0,15.0,6.0,0.0,0.81,0,47.39,36.82,19.4,16.39,1,morning_rush
5,24,52,43,4.91,36.66,64.38,39.89,5.0,24.0,52.0,43.0,0.0,0.87,2,15.99,24.5,46.49,33.02,1,evening_rush
12,11,15,6,5.84,6.87,14.41,15.55,12.0,11.0,15.0,6.0,0.0,0.36,2,20.93,20.57,24.13,18.75,0,balanced
7,9,4,14,11.16,4.76,22.5,4.49,7.0,9.0,4.0,14.0,0.0,0.18,3,18.95,19.34,17.93,21.7,0,balanced
6,17,82,67,7.4,19.23,84.88,97.2,6.0,17.0,82.0,67.0,0.0,0.93,2,15.59,17.22,44.66,42.53,2,evening_rush
62,71,22,9,74.38,109.79,17.84,10.77,62.0,71.0,22.0,9.0,0.0,0.78,1,36.14,49.88,17.95,16.02,1,morning_rush
13,8,75,81,11.81,6.62,101.37,124.96,13.0,8.0,75.0,81.0,0.0,0.99,3,16.11,15.6,40.04,48.25,2,evening_rush
96,89,60,69,110.8,46.96,58.8,82.36,96.0,89.0,60.0,69.0,0.0,1.0,0,40.74,26.26,24.05,28.95,2,gridlock
53,56,10,5,59.03,55.04,12.95,5.72,53.0,56.0,10.0,5.0,0.0,0.74,0,43.4,43.35,17.29,15.96,1,morning_rush
6,9,48,75,8.79,7.73,57.44,117.38,6.0,9.0,48.0,75.0,0.0,0.76,3,15.72,16.05,29.57,58.66,1,evening_rush
17,5,24,17,17.53,16.52,11.99,13.54,17.0,5.0,24.0,17.0,0.0,0.13,2,24.52,17.74,26.8,23.67,0,balanced
14,21,9,15,17.24,20.96,7.47,20.43,14.0,21.0,9.0,15.0,0.0,0.34,1,22.57,27.35,18.85,23.72,0,balanced
38,39,31,24,39.85,27.21,36.1,31.9,38.0,39.0,31.0,24.0,1.0,0.5,0,60.0,15.0,15.0,15.0,2,emergency
22,9,17,13,13.02,14.91,11.41,24.4,22.0,9.0,17.0,13.0,0.0,0.38,0,26.57,19.95,23.6,23.84,0,balanced
40,17,36,17,28.72,36.55,31.94,37.59,40.0,17.0,36.0,17.0,1.0,0.5,0,60.0,15.0,15.0,15.0,2,emergency
41,29,10,34,21.56,39.03,15.74,27.73,41.0,29.0,10.0,34.0,1.0,0.5,0,60.0,15.0,15.0,15.0,2,emergency
13,6,20,8,2.88,6.67,19.42,21.97,13.0,6.0,20.0,8.0,0.0,0.2,2,20.25,17.65,26.97,20.07,0,balanced
5,8,3,23,18.52,5.42,15.93,13.11,5.0,8.0,3.0,23.0,0.0,0.38,3,18.2,18.74,16.81,27.98,0,balanced
12,22,51,34,16.58,21.69,66.82,39.19,12.0,22.0,51.0,34.0,0.0,0.94,2,18.4,21.99,49.42,30.19,1,evening_rush
10,15,68,37,14.82,19.45,86.33,50.77,10.0,15.0,68.0,37.0,0.0,0.79,2,16.92,18.2,55.77,29.1,1,evening_rush
88,41,12,18,76.3,48.07,10.66,27.12,88.0,41.0,12.0,18.0,0.0,0.74,0,56.14,28.08,16.82,18.95,2,morning_rush
6,9,10,16,12.82,12.02,22.97,24.77,6.0,9.0,10.0,16.0,0.0,0.29,3,17.76,19.06,20.8,24.64,0,balanced
45,51,59,21,142.91,94.41,118.42,77.78,45.0,51.0,59.0,21.0,0.0,0.6,2,34.41,29.57,36.02,20.01,1,storm
36,49,14,6,50.38,52.2,12.85,6.68,36.0,49.0,14.0,6.0,0.0,0.84,1,37.59,46.6,19.25,16.57,1,morning_rush
7,11,36,43,8.41,16.75,45.09,49.77,7.0,11.0,36.0,43.0,0.0,0.79,3,17.15,19.13,38.47,45.18,0,evening_rush
17,21,17,4,21.78,12.67,9.23,22.08,17.0,21.0,17.0,4.0,0.0,0.32,1,25.83,25.86,23.08,17.57,0,balanced
58,56,6,19,58.63,80.73,4.86,21.0,58.0,56.0,6.0,19.0,0.0,0.87,1,39.2,45.82,15.88,19.1,1,morning_rush
48,56,19,6,76.38,84.51,19.95,4.88,48.0,56.0,19.0,6.0,0.0,0.86,1,39.26,46.02,18.87,15.85,1,morning_rush
54,66,10,13,46.51,84.26,15.58,18.77,54.0,66.0,10.0,13.0,0.0,0.95,1,33.45,52.06,16.87,17.62,1,morning_rush
14,22,87,35,13.4,19.61,75.05,41.31,14.0,22.0,87.0,35.0,0.0,0.95,2,17.41,19.37,57.59,25.63,2,evening_rush
16,12,3,16,11.37,18.18,8.33,5.99,16.0,12.0,3.0,16.0,0.0,0.32,0,23.79,22.74,16.53,22.71,0,balanced
84,70,72,89,141.78,68.48,57.12,70.84,84.0,70.0,72.0,89.0,0.0,1.0,0,40.78,25.72,24.47,29.03,2,gridlock
93,67,91,73,133.19,114.57,147.75,120.34,93.0,67.0,91.0,73.0,0.0,1.0,2,32.56,25.87,34.13,27.44,2,gridlock
7,11,10,4,12.02,13.31,19.62,19.32,7.0,11.0,10.0,4.0,0.0,0.35,2,18.54,20.73,21.03,17.4,0,balanced
15,17,19,20,6.86,11.99,16.95,13.31,15.0,17.0,19.0,20.0,0.0,0.17,2,21.84,23.79,26.05,25.68,0,balanced
50,71,21,15,56.95,89.45,32.1,22.09,50.0,71.0,21.0,15.0,0.0,0.76,1,31.9,50.63,19.72,17.75,1,morning_rush
64,65,23,13,59.37,75.92,31.19,14.62,64.0,65.0,23.0,13.0,0.0,0.87,1,38.33,44.27,20.3,17.1,1,morning_rush
9,15,51,78,9.67,16.38,48.46,124.29,9.0,15.0,51.0,78.0,0.0,0.88,3,16.02,17.0,27.53,59.46,2,evening_rush
7,6,16,23,13.01,5.46,14.2,14.57,7.0,6.0,16.0,23.0,0.0,0.36,3,18.86,17.75,24.07,28.15,0,balanced
18,23,88,45,28.35,31.59,125.81,45.59,18.0,23.0,88.0,45.0,0.0,1.0,2,17.71,18.69,59.37,24.23,2,evening_rush
20,3,9,24,10.21,8.56,12.14,20.19,20.0,3.0,9.0,24.0,0.0,0.38,3,24.97,16.44,19.7,30.11,0,balanced
89,41,17,19,78.3,64.31,16.48,29.11,89.0,41.0,17.0,19.0,0.0,1.0,0,53.48,29.92,17.68,18.92,2,morning_rush
24,11,14,12,20.81,4.51,21.19,16.4,24.0,11.0,14.0,12.0,0.0,0.25,0,28.95,19.34,23.21,21.31,0,balanced
14,15,94,77,20.71,20.67,130.69,71.12,14.0,15.0,94.0,77.0,0.0,0.75,2,16.42,16.52,54.1,32.95,2,evening_rush
9,23,15,24,9.25,3.13,18.65,11.27,9.0,23.0,15.0,24.0,0.0,0.12,3,19.55,25.03,24.48,27.75,0,balanced
13,22,68,46,13.86,20.09,89.41,70.65,13.0,22.0,68.0,46.0,0.0,0.96,2,17.02,18.95,49.93,34.09,1,evening_rush
17,11,78,43,26.17,13.55,102.59,40.45,17.0,11.0,78.0,43.0,0.0,0.97,2,18.35,16.64,58.94,26.07,2,evening_rush
23,23,24,13,16.46,12.43,19.88,4.02,23.0,23.0,24.0,13.0,0.0,0.3,2,28.11,26.92,29.78,20.49,0,balanced
18,11,70,75,24.89,12.65,111.1,93.56,18.0,11.0,70.0,75.0,0.0,0.93,2,17.4,16.11,44.62,41.87,1,evening_rush
23,7,2,6,13.64,10.1,12.58,13.41,23.0,7.0,2.0,6.0,0.0,0.15,0,27.22,18.41,16.04,18.17,0,balanced
82,43,17,17,114.74,60.32,14.2,21.91,82.0,43.0,17.0,17.0,0.0,0.94,0,57.85,27.47,17.13,17.54,2,morning_rush
19,24,56,84,20.24,25.51,50.67,108.25,19.0,24.0,56.0,84.0,0.0,0.91,3,17.64,18.74,28.64,54.98,2,evening_rush
18,12,7,4,4.7,8.81,11.26,17.71,18.0,12.0,7.0,4.0,0.0,0.4,0,24.18,21.77,19.19,17.79,0,balanced
73,86,94,72,67.8,91.91,55.68,102.31,73.0,86.0,94.0,72.0,0.0,1.0,1,26.81,33.31,27.9,31.98,2,gridlock
3,13,2,12,11.66,21.14,3.02,2.52,3.0,13.0,2.0,12.0,0.0,0.17,1,16.55,23.38,15.84,19.98,0,balanced
14,9,92,84,15.14,9.24,90.74,105.77,14.0,9.0,92.0,84.0,0.0,0.96,3,16.32,15.74,43.16,44.78,2,evening_rush
83,78,7,5,71.16,72.43,10.6,7.38,83.0,78.0,7.0,5.0,0.0,0.96,0,44.96,43.6,15.87,15.57,2,morning_rush
2,15,5,13,18.65,17.01,21.09,2.26,2.0,15.0,5.0,13.0,0.0,0.18,1,16.21,23.72,18.19,20.31,0,balanced
10,15,19,6,12.42,12.64,7.2,6.12,10.0,15.0,19.0,6.0,0.0,0.11,2,20.5,23.3,24.2,17.83,0,balanced
78,63,91,79,146.86,89.26,51.31,110.21,78.0,63.0,91.0,79.0,0.0,1.0,0,37.28,25.99,24.86,31.87,2,gridlock
6,22,83,61,6.24,26.95,121.31,52.47,6.0,22.0,83.0,61.0,0.0,0.78,2,15.56,18.33,56.72,29.39,2,evening_rush
18,5,86,30,16.97,7.39,111.36,28.88,18.0,5.0,86.0,30.0,0.0,0.72,2,17.79,15.62,60.0,21.01,2,evening_rush
31,44,23,49,35.07,18.08,19.9,15.54,31.0,44.0,23.0,49.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
18,18,63,58,18.0,16.23,52.48,90.35,18.0,18.0,63.0,58.0,0.0,0.89,3,18.27,18.14,36.67,46.91,1,evening_rush
42,62,20,12,53.01,59.61,25.93,16.01,42.0,62.0,20.0,12.0,0.0,0.96,1,34.59,46.79,20.81,17.8,1,morning_rush
74,67,13,8,63.66,53.79,10.77,11.72,74.0,67.0,13.0,8.0,0.0,0.7,0,46.61,39.94,17.12,16.33,1,morning_rush
22,21,12,9,7.03,7.1,12.54,3.75,22.0,21.0,12.0,9.0,0.0,0.3,0,26.78,26.26,22.35,19.45,0,balanced
73,34,17,16,70.87,29.06,22.11,19.12,73.0,34.0,17.0,16.0,0.0,0.91,0,56.65,25.11,19.38,18.86,1,morning_rush
78,78,88,61,58.47,140.33,84.17,128.38,78.0,78.0,88.0,61.0,0.0,1.0,1,24.33,36.13,29.45,30.09,2,gridlock
2,10,24,3,24.77,2.13,5.95,14.82,2.0,10.0,24.0,3.0,0.0,0.36,2,16.67,19.94,27.96,17.01,0,balanced
8,17,53,57,12.54,24.51,67.02,85.93,8.0,17.0,53.0,57.0,0.0,0.88,3,16.35,18.75,38.44,46.47,1,evening_rush
5,12,8,24,23.29,20.96,16.71,6.38,5.0,12.0,8.0,24.0,0.0,0.28,3,18.36,22.67,19.65,25.87,0,balanced
76,57,20,18,79.26,65.17,17.87,14.77,76.0,57.0,20.0,18.0,0.0,0.7,0,48.12,35.92,18.24,17.71,2,morning_rush
14,13,7,8,22.83,15.08,2.64,19.54,14.0,13.0,7.0,8.0,0.0,0.24,0,23.59,21.7,17.67,19.57,0,balanced
69,33,7,5,107.52,33.14,9.08,7.42,69.0,33.0,7.0,5.0,0.0,0.8,0,60.0,23.99,16.13,15.77,1,morning_rush
18,14,89,74,24.41,21.42,92.73,80.44,18.0,14.0,89.0,74.0,0.0,0.77,2,17.42,16.77,47.28,38.53,2,evening_rush
16,22,42,52,18.97,22.04,45.88,55.44,16.0,22.0,42.0,52.0,0.0,0.78,3,19.57,21.72,35.03,43.68,1,evening_rush
58,39,20,9,88.91,57.97,23.49,10.92,58.0,39.0,20.0,9.0,0.0,0.71,0,51.66,31.94,19.79,16.61,1,morning_rush
17,23,71,47,19.59,25.73,70.78,51.59,17.0,23.0,71.0,47.0,0.0,0.76,2,18.47,20.36,48.9,32.28,1,evening_rush
53,59,13,7,82.35,55.95,14.74,8.75,53.0,59.0,13.0,7.0,0.0,0.86,0,46.28,39.96,17.56,16.19,1,morning_rush
18,5,68,70,16.21,7.33,80.17,78.25,18.0,5.0,68.0,70.0,0.0,0.98,3,17.65,15.59,43.28,43.48,1,evening_rush
8,21,80,54,7.74,24.92,105.75,60.28,8.0,21.0,80.0,54.0,0.0,0.72,2,15.88,18.44,54.61,31.07,2,evening_rush
9,21,48,32,10.14,21.14,73.95,43.91,9.0,21.0,48.0,32.0,0.0,0.72,2,17.2,21.63,50.59,30.58,1,evening_rush
16,24,46,62,20.25,21.2,40.49,77.95,16.0,24.0,46.0,62.0,0.0,0.79,3,18.63,20.56,30.49,50.32,1,evening_rush
2,6,23,12,10.74,17.66,4.6,15.46,2.0,6.0,23.0,12.0,0.0,0.15,2,16.06,18.75,25.5,22.13,0,balanced
20,18,13,13,8.63,20.68,10.75,16.52,20.0,18.0,13.0,13.0,0.0,0.23,1,24.33,26.15,21.39,22.33,0,balanced
82,65,10,12,111.37,103.82,14.55,12.75,82.0,65.0,10.0,12.0,0.0,0.76,0,48.23,39.59,16.01,16.16,2,morning_rush
90,76,76,74,62.25,123.99,112.63,85.37,90.0,76.0,76.0,74.0,0.0,1.0,1,26.67,33.68,31.97,27.68,2,gridlock
86,38,8,18,124.53,51.38,10.38,18.41,86.0,38.0,8.0,18.0,0.0,0.82,0,60.0,24.4,15.89,17.42,2,morning_rush
22,10,19,14,2.07,13.98,9.92,5.31,22.0,10.0,19.0,14.0,0.0,0.32,2,25.68,21.46,26.13,22.32,0,balanced
51,55,42,53,117.74,92.13,111.12,129.71,51.0,55.0,42.0,53.0,0.0,0.6,3,30.9,28.51,27.37,33.22,1,storm
41,24,36,26,107.86,50.23,148.9,155.18,41.0,24.0,36.0,26.0,0.0,0.6,2,32.48,20.22,36.27,31.04,1,storm
47,37,34,30,127.1,65.45,154.86,99.04,47.0,37.0,34.0,30.0,0.0,0.6,0,36.37,24.02,33.95,25.66,1,storm
3,10,16,20,5.76,18.25,19.8,23.24,3.0,10.0,16.0,20.0,0.0,0.12,3,16.1,19.97,23.23,26.09,0,balanced
33,59,51,43,137.3,82.31,133.57,78.8,33.0,59.0,51.0,43.0,0.0,0.6,2,28.8,29.98,35.73,25.49,1,storm
46,73,7,11,47.89,99.25,10.4,13.71,46.0,73.0,7.0,11.0,0.0,0.77,1,29.38,57.82,16.04,16.76,1,morning_rush
6,13,88,74,8.55,20.6,78.14,70.54,6.0,13.0,88.0,74.0,0.0,0.94,2,15.67,16.92,47.47,39.94,2,evening_rush
84,39,14,8,123.57,44.34,21.8,8.9,84.0,39.0,14.0,8.0,0.0,0.78,0,60.0,24.04,17.12,15.9,2,morning_rush
17,3,4,7,19.48,11.94,9.08,8.55,17.0,3.0,4.0,7.0,0.0,0.33,0,25.32,16.53,16.9,18.28,0,balanced
52,34,22,7,65.04,31.83,18.3,8.11,52.0,34.0,22.0,7.0,0.0,0.8,0,51.96,29.31,21.98,16.74,1,morning_rush
61,40,7,11,61.77,47.33,10.52,17.36,61.0,40.0,7.0,11.0,0.0,0.88,0,51.19,34.22,16.61,17.98,1,morning_rush
14,6,4,18,17.76,20.09,3.65,5.71,14.0,6.0,4.0,18.0,0.0,0.18,0,23.45,18.82,16.72,23.14,0,balanced
56,50,20,11,62.02,49.97,17.51,12.01,56.0,50.0,20.0,11.0,0.0,0.78,0,45.11,37.61,19.91,17.37,1,morning_rush
2,16,4,16,15.78,13.02,4.98,19.88,2.0,16.0,4.0,16.0,0.0,0.12,3,16.05,22.85,16.61,24.2,0,balanced
37,12,22,47,10.11,33.65,15.84,21.62,37.0,12.0,22.0,47.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
53,64,18,19,73.57,96.98,27.54,21.75,53.0,64.0,18.0,19.0,0.0,0.81,1,35.84,47.46,18.46,18.24,1,morning_rush
51,34,56,53,73.31,59.91,91.42,94.77,51.0,34.0,56.0,53.0,0.0,0.6,2,29.22,22.98,34.1,33.7,1,storm
2,24,12,2,18.53,3.67,13.66,14.87,2.0,24.0,12.0,2.0,0.0,0.25,1,16.37,26.52,22.34,16.26,0,balanced
29,27,36,27,17.57,34.57,37.84,19.65,29.0,27.0,36.0,27.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
75,97,83,80,104.29,144.79,45.56,68.74,75.0,97.0,83.0,80.0,0.0,1.0,1,29.75,41.54,22.99,25.72,2,gridlock
18,7,83,76,21.89,9.03,68.47,65.66,18.0,7.0,83.0,76.0,0.0,0.91,2,17.99,15.86,44.81,41.33,2,evening_rush
73,70,60,60,85.32,109.31,85.04,138.67,73.0,70.0,60.0,60.0,0.0,1.0,3,28.77,31.73,26.28,33.22,2,gridlock
68,46,13,18,99.55,54.1,13.79,19.84,68.0,46.0,13.0,18.0,0.0,0.87,0,54.2,30.49,17.05,18.26,1,morning_rush
43,30,13,14,38.05,24.7,20.74,15.26,43.0,30.0,13.0,14.0,0.0,0.72,0,45.64,31.53,21.58,21.25,0,morning_rush
6,8,90,40,8.57,6.75,133.75,40.39,6.0,8.0,90.0,40.0,0.0,0.75,2,15.61,15.77,60.0,22.9,2,evening_rush
2,10,16,9,14.99,18.07,18.68,8.73,2.0,10.0,16.0,9.0,0.0,0.34,2,16.08,20.78,24.38,19.16,0,balanced
31,48,20,51,142.54,111.78,98.62,109.92,31.0,48.0,20.0,51.0,0.0,0.6,3,30.29,33.52,21.83,34.36,1,storm
17,21,42,59,25.3,29.11,36.08,68.92,17.0,21.0,42.0,59.0,0.0,0.79,3,19.84,21.46,29.74,48.95,1,evening_rush
5,12,37,43,5.88,17.85,55.1,36.42,5.0,12.0,37.0,43.0,0.0,0.93,2,16.49,19.75,43.91,39.85,0,evening_rush
9,11,59,67,11.77,10.27,53.01,83.72,9.0,11.0,59.0,67.0,0.0,0.72,3,16.47,16.73,36.21,50.6,1,evening_rush
11,20,24,8,15.79,17.48,2.51,10.71,11.0,20.0,24.0,8.0,0.0,0.26,1,21.63,27.54,25.51,19.27,0,balanced
16,20,65,77,14.11,30.49,71.89,104.46,16.0,20.0,65.0,77.0,0.0,0.84,3,16.87,18.34,35.48,49.31,2,evening_rush
10,11,86,33,9.96,14.06,105.74,39.49,10.0,11.0,86.0,33.0,0.0,0.88,2,16.33,16.62,60.0,23.18,2,evening_rush
